Order,Technique,TestName,auto_generated_guid,supported_platforms,TimeoutSeconds,InputArgs,AtomicsFolder,enabled,notes
,T1053.006,Create a user level transient systemd service and timer,3de33f5b-62e5-4e63-a2a0-6fd8808c80ec,linux,120,,Public,FALSE,
,T1053.006,Create a system level transient systemd service and timer,d3eda496-1fc0-49e9-aff5-3bec5da9fa22,linux,120,,Public,FALSE,
,T1053.007,ListCronjobs,ddfb0bc1-3c3f-47e9-a298-550ecfefacbd,containers,120,,Public,FALSE,
,T1053.007,CreateCronjob,f2fa019e-fb2a-4d28-9dc6-fd1a9b7f68c3,containers,120,,Public,FALSE,
,T1055,Shellcode execution via VBA,1c91e740-1729-4329-b779-feba6e71d048,windows,120,,Public,FALSE,
,T1055,Remote Process Injection in LSASS via mimikatz,3203ad24-168e-4bec-be36-f79b13ef8a83,windows,120,,Public,FALSE,
,T1055,Section View Injection,c6952f41-6cf0-450a-b352-2ca8dae7c178,windows,120,,Public,FALSE,
,T1055.001,Process Injection via mavinject.exe,74496461-11a1-4982-b439-4d87a550d254,windows,120,,Public,FALSE,
,T1055.001,WinPwn - Get SYSTEM shell - Bind System Shell using UsoClient DLL load technique,8b56f787-73d9-4f1d-87e8-d07e89cbc7f5,windows,120,,Public,FALSE,
,T1055.003,Thread Execution Hijacking,578025d5-faa9-4f6d-8390-aae527d503e1,windows,120,,Public,FALSE,
,T1055.004,Process Injection via C#,611b39b7-e243-4c81-87a4-7145a90358b1,windows,120,,Public,FALSE,
,T1055.012,Process Hollowing using PowerShell,562427b4-39ef-4e8c-af88-463a78e70b9c,windows,120,,Public,FALSE,
,T1055.012,RunPE via VBA,3ad4a037-1598-4136-837c-4027e4fa319b,windows,120,,Public,FALSE,
,T1056.001,Input Capture,d9b633ca-8efb-45e6-b838-70f595c6ae26,windows,120,,Public,FALSE,
,T1056.001,Living off the land Terminal Input Capture on Linux with pam.d,9c6bdb34-a89f-4b90-acb1-5970614c711b,linux,120,,Public,FALSE,
,T1056.001,Logging bash history to syslog,0e59d59d-3265-4d35-bebd-bf5c1ec40db5,linux,120,,Public,FALSE,
,T1056.001,Bash session based keylogger,7f85a946-a0ea-48aa-b6ac-8ff539278258,linux,120,,Public,FALSE,
,T1056.001,SSHD PAM keylogger,81d7d2ad-d644-4b6a-bea7-28ffe43becca,linux,120,,Public,FALSE,
,T1056.001,Auditd keylogger,a668edb9-334e-48eb-8c2e-5413a40867af,linux,120,,Public,FALSE,
,T1056.001,MacOS Swift Keylogger,aee3a097-4c5c-4fff-bbd3-0a705867ae29,macos,120,,Public,FALSE,
,T1056.002,AppleScript - Prompt User for Password,76628574-0bc1-4646-8fe2-8f4427b47d15,macos,120,,Public,FALSE,
,T1056.002,PowerShell - Prompt User for Password,2b162bfd-0928-4d4c-9ec3-4d9f88374b52,windows,120,,Public,FALSE,
,T1056.004,Hook PowerShell TLS Encrypt/Decrypt Messages,de1934ea-1fbf-425b-8795-65fb27dd7e33,windows,120,,Public,FALSE,
,T1057,Process Discovery - ps,4ff64f0b-aaf2-4866-b39d-38d9791407cc,macos|linux,120,,Public,FALSE,
,T1057,Process Discovery - tasklist,c5806a4f-62b8-4900-980b-c7ec004e9908,windows,120,,Public,FALSE,
,T1057,Process Discovery - Get-Process,3b3809b6-a54b-4f5b-8aff-cb51f2e97b34,windows,120,,Public,FALSE,
,T1057,Process Discovery - get-wmiObject,b51239b4-0129-474f-a2b4-70f855b9f2c2,windows,120,,Public,FALSE,
,T1057,Process Discovery - wmic process,640cbf6d-659b-498b-ba53-f6dd1a1cc02c,windows,120,,Public,FALSE,
,T1059.001,Mimikatz,f3132740-55bc-48c4-bcc0-758a459cd027,windows,120,,Public,FALSE,
,T1059.001,Run BloodHound from local disk,a21bb23e-e677-4ee7-af90-6931b57b6350,windows,120,,Public,FALSE,
,T1059.001,Run Bloodhound from Memory using Download Cradle,bf8c1441-4674-4dab-8e4e-39d93d08f9b7,windows,120,,Public,FALSE,
,T1059.001,Obfuscation Tests,4297c41a-8168-4138-972d-01f3ee92c804,windows,120,,Public,FALSE,
,T1059.001,Mimikatz - Cradlecraft PsSendKeys,af1800cf-9f9d-4fd1-a709-14b1e6de020d,windows,120,,Public,FALSE,
,T1059.001,Invoke-AppPathBypass,06a220b6-7e29-4bd8-9d07-5b4d86742372,windows,120,,Public,FALSE,
,T1059.001,Powershell MsXml COM object - with prompt,388a7340-dbc1-4c9d-8e59-b75ad8c6d5da,windows,120,,Public,FALSE,
,T1059.001,Powershell XML requests,4396927f-e503-427b-b023-31049b9b09a6,windows,120,,Public,FALSE,
,T1059.001,Powershell invoke mshta.exe download,8a2ad40b-12c7-4b25-8521-2737b0a415af,windows,120,,Public,FALSE,
,T1059.001,Powershell Invoke-DownloadCradle,cc50fa2a-a4be-42af-a88f-e347ba0bf4d7,windows,120,,Public,FALSE,
,T1059.001,PowerShell Fileless Script Execution,fa050f5e-bc75-4230-af73-b6fd7852cd73,windows,120,,Public,FALSE,
,T1059.001,PowerShell Downgrade Attack,9148e7c4-9356-420e-a416-e896e9c0f73e,windows,120,,Public,FALSE,
,T1059.001,NTFS Alternate Data Stream Access,8e5c5532-1181-4c1d-bb79-b3a9f5dbd680,windows,120,,Public,FALSE,
,T1059.001,PowerShell Session Creation and Use,7c1acec2-78fa-4305-a3e0-db2a54cddecd,windows,120,,Public,FALSE,
,T1059.001,ATHPowerShellCommandLineParameter -Command parameter variations,686a9785-f99b-41d4-90df-66ed515f81d7,windows,120,,Public,FALSE,
,T1059.001,ATHPowerShellCommandLineParameter -Command parameter variations with encoded arguments,1c0a870f-dc74-49cf-9afc-eccc45e58790,windows,120,,Public,FALSE,
,T1059.001,ATHPowerShellCommandLineParameter -EncodedCommand parameter variations,86a43bad-12e3-4e85-b97c-4d5cf25b95c3,windows,120,,Public,FALSE,
,T1059.001,ATHPowerShellCommandLineParameter -EncodedCommand parameter variations with encoded arguments,0d181431-ddf3-4826-8055-2dbf63ae848b,windows,120,,Public,FALSE,
,T1059.001,PowerShell Command Execution,a538de64-1c74-46ed-aa60-b995ed302598,windows,120,,Public,FALSE,
,T1059.001,PowerShell Invoke Known Malicious Cmdlets,49eb9404-5e0f-4031-a179-b40f7be385e3,windows,120,,Public,FALSE,
,T1059.001,PowerUp Invoke-AllChecks,1289f78d-22d2-4590-ac76-166737e1811b,windows,120,,Public,FALSE,
,T1059.001,Abuse Nslookup with DNS Records,999bff6d-dc15-44c9-9f5c-e1051bfc86e1,windows,120,,Public,FALSE,
,T1059.002,AppleScript,3600d97d-81b9-4171-ab96-e4386506e2c2,macos,120,,Public,FALSE,
,T1059.003,Create and Execute Batch Script,9e8894c0-50bd-4525-a96c-d4ac78ece388,windows,120,,Public,FALSE,
,T1059.003,Writes text to a file and displays it.,127b4afe-2346-4192-815c-69042bec570e,windows,120,,Public,FALSE,
,T1059.003,Suspicious Execution via Windows Command Shell,d0eb3597-a1b3-4d65-b33b-2cda8d397f20,windows,120,,Public,FALSE,
,T1059.003,Simulate BlackByte Ransomware Print Bombing,6b2903ac-8f36-450d-9ad5-b220e8a2dcb9,windows,120,,Public,FALSE,
,T1059.003,Command Prompt read contents from CMD file and execute,df81db1b-066c-4802-9bc8-b6d030c3ba8e,windows,120,,Public,FALSE,
,T1059.004,Create and Execute Bash Shell Script,7e7ac3ed-f795-4fa5-b711-09d6fbe9b873,macos|linux,120,,Public,FALSE,
,T1059.004,Command-Line Interface,d0c88567-803d-4dca-99b4-7ce65e7b257c,macos|linux,120,,Public,FALSE,
,T1059.004,Harvest SUID executable files,46274fc6-08a7-4956-861b-24cbbaa0503c,linux,120,,Public,FALSE,
,T1059.004,LinEnum tool execution,a2b35a63-9df1-4806-9a4d-5fe0500845f2,linux,120,,Public,FALSE,
,T1059.004,New script file in the tmp directory,8cd1947b-4a54-41fb-b5ea-07d0ace04f81,linux,120,,Public,FALSE,
,T1059.004,What shell is running,7b38e5cc-47be-44f0-a425-390305c76c17,linux,120,,Public,FALSE,
,T1059.004,What shells are available,bf23c7dc-1004-4949-8262-4c1d1ef87702,linux,120,,Public,FALSE,
,T1059.004,Command line scripts,b04ed73c-7d43-4dc8-b563-a2fc595cba1a,linux,120,,Public,FALSE,
,T1059.004,Obfuscated command line scripts,5bec4cc8-f41e-437b-b417-33ff60acf9af,linux,120,,Public,FALSE,
,T1059.004,Change login shell,c7ac59cb-13cc-4622-81dc-6d2fee9bfac7,linux,120,,Public,FALSE,
,T1059.004,Environment variable scripts,bdaebd56-368b-4970-a523-f905ff4a8a51,linux,120,,Public,FALSE,
,T1059.005,Visual Basic script execution to gather local computer information,1620de42-160a-4fe5-bbaf-d3fef0181ce9,windows,120,,Public,FALSE,
,T1059.005,Encoded VBS code execution,e8209d5f-e42d-45e6-9c2f-633ac4f1eefa,windows,120,,Public,FALSE,
,T1059.005,Extract Memory via VBA,8faff437-a114-4547-9a60-749652a03df6,windows,120,,Public,FALSE,
,T1059.006,Execute shell script via python's command mode arguement,3a95cdb2-c6ea-4761-b24e-02b71889b8bb,linux,120,,Public,FALSE,
,T1059.006,Execute Python via scripts (Linux),6c4d1dcb-33c7-4c36-a8df-c6cfd0408be8,linux,120,,Public,FALSE,
,T1059.006,Execute Python via Python executables (Linux),0b44d79b-570a-4b27-a31f-3bf2156e5eaa,linux,120,,Public,FALSE,
,T1059.006,Python pty module and spawn function used to spawn sh or bash,161d694c-b543-4434-85c3-c3a433e33792,linux,120,,Public,FALSE,
,T1059.007,JScript execution to gather local computer information via cscript,01d75adf-ca1b-4dd1-ac96-7c9550ad1035,windows,120,,Public,FALSE,
,T1059.007,JScript execution to gather local computer information via wscript,0709945e-4fec-4c49-9faf-c3c292a74484,windows,120,,Public,FALSE,
,T1069.001,Permission Groups Discovery (Local),952931a4-af0b-4335-bbbe-73c8c5b327ae,macos|linux,120,,Public,FALSE,
,T1069.001,Basic Permission Groups Discovery Windows (Local),1f454dd6-e134-44df-bebb-67de70fb6cd8,windows,120,,Public,FALSE,
,T1069.001,Permission Groups Discovery PowerShell (Local),a580462d-2c19-4bc7-8b9a-57a41b7d3ba4,windows,120,,Public,FALSE,
,T1069.001,SharpHound3 - LocalAdmin,e03ada14-0980-4107-aff1-7783b2b59bb1,windows,120,,Public,FALSE,
,T1069.001,Wmic Group Discovery,7413be50-be8e-430f-ad4d-07bf197884b2,windows,120,,Public,FALSE,
,T1069.001,WMIObject Group Discovery,69119e58-96db-4110-ad27-954e48f3bb13,windows,120,,Public,FALSE,
,T1069.002,Basic Permission Groups Discovery Windows (Domain),dd66d77d-8998-48c0-8024-df263dc2ce5d,windows,120,,Public,FALSE,
,T1069.002,Permission Groups Discovery PowerShell (Domain),6d5d8c96-3d2a-4da9-9d6d-9a9d341899a7,windows,120,,Public,FALSE,
,T1069.002,Elevated group enumeration using net group (Domain),0afb5163-8181-432e-9405-4322710c0c37,windows,120,,Public,FALSE,
,T1069.002,Find machines where user has local admin access (PowerView),a2d71eee-a353-4232-9f86-54f4288dd8c1,windows,120,,Public,FALSE,
,T1069.002,Find local admins on all machines in domain (PowerView),a5f0d9f8-d3c9-46c0-8378-846ddd6b1cbd,windows,120,,Public,FALSE,
,T1069.002,Find Local Admins via Group Policy (PowerView),64fdb43b-5259-467a-b000-1b02c00e510a,windows,120,,Public,FALSE,
,T1069.002,Enumerate Users Not Requiring Pre Auth (ASRepRoast),870ba71e-6858-4f6d-895c-bb6237f6121b,windows,120,,Public,FALSE,
,T1069.002,Adfind - Query Active Directory Groups,48ddc687-82af-40b7-8472-ff1e742e8274,windows,120,,Public,FALSE,
,T1069.002,Enumerate Active Directory Groups with Get-AdGroup,3d1fcd2a-e51c-4cbe-8d84-9a843bad8dc8,windows,120,,Public,FALSE,
,T1069.002,Enumerate Active Directory Groups with ADSISearcher,9f4e344b-8434-41b3-85b1-d38f29d148d0,windows,120,,Public,FALSE,
,T1069.002,Get-ADUser Enumeration using UserAccountControl flags (AS-REP Roasting),43fa81fb-34bb-4b5f-867b-03c7dbe0e3d8,windows,120,,Public,FALSE,
,T1069.002,Get-DomainGroupMember with PowerView,46352f40-f283-4fe5-b56d-d9a71750e145,windows,120,,Public,FALSE,
,T1069.002,Get-DomainGroup with PowerView,5a8a181c-2c8e-478d-a943-549305a01230,windows,120,,Public,FALSE,
,T1070,Indicator Removal using FSUtil,b4115c7a-0e92-47f0-a61e-17e7218b2435,windows,120,,Public,FALSE,
,T1070.001,Clear Logs,e6abb60e-26b8-41da-8aae-0c35174b0967,windows,120,,Public,FALSE,
,T1070.001,Delete System Logs Using Clear-EventLog,b13e9306-3351-4b4b-a6e8-477358b0b498,windows,120,,Public,FALSE,
,T1070.001,Clear Event Logs via VBA,1b682d84-f075-4f93-9a89-8a8de19ffd6e,windows,120,,Public,FALSE,
,T1070.002,rm -rf,989cc1b1-3642-4260-a809-54f9dd559683,macos|linux,120,,Public,FALSE,
,T1070.002,Overwrite Linux Mail Spool,1602ff76-ed7f-4c94-b550-2f727b4782d4,linux,120,,Public,FALSE,
,T1070.002,Overwrite Linux Log,d304b2dc-90b4-4465-a650-16ddd503f7b5,linux,120,,Public,FALSE,
,T1070.003,Clear Bash history (rm),a934276e-2be5-4a36-93fd-98adbb5bd4fc,linux|macos,120,,Public,FALSE,
,T1070.003,Clear Bash history (echo),cbf506a5-dd78-43e5-be7e-a46b7c7a0a11,linux,120,,Public,FALSE,
,T1070.003,Clear Bash history (cat dev/null),b1251c35-dcd3-4ea1-86da-36d27b54f31f,linux|macos,120,,Public,FALSE,
,T1070.003,Clear Bash history (ln dev/null),23d348f3-cc5c-4ba9-bd0a-ae09069f0914,linux|macos,120,,Public,FALSE,
,T1070.003,Clear Bash history (truncate),47966a1d-df4f-4078-af65-db6d9aa20739,linux,120,,Public,FALSE,
,T1070.003,Clear history of a bunch of shells,7e6721df-5f08-4370-9255-f06d8a77af4c,linux|macos,120,,Public,FALSE,
,T1070.003,Clear and Disable Bash History Logging,784e4011-bd1a-4ecd-a63a-8feb278512e6,linux|macos,120,,Public,FALSE,
,T1070.003,Use Space Before Command to Avoid Logging to History,53b03a54-4529-4992-852d-a00b4b7215a6,linux|macos,120,,Public,FALSE,
,T1070.003,Disable Bash History Logging with SSH -T,5f8abd62-f615-43c5-b6be-f780f25790a1,linux,120,,Public,FALSE,
,T1070.003,Prevent Powershell History Logging,2f898b81-3e97-4abb-bc3f-a95138988370,windows,120,,Public,FALSE,
,T1070.003,Clear Powershell History by Deleting History File,da75ae8d-26d6-4483-b0fe-700e4df4f037,windows,120,,Public,FALSE,
,T1070.003,Set Custom AddToHistoryHandler to Avoid History File Logging,1d0d9aa6-6111-4f89-927b-53e8afae7f94,windows,120,,Public,FALSE,
,T1070.004,Delete a single file - Linux/macOS,562d737f-2fc6-4b09-8c2a-7f8ff0828480,linux|macos,120,,Public,FALSE,
,T1070.004,Delete an entire folder - Linux/macOS,a415f17e-ce8d-4ce2-a8b4-83b674e7017e,linux|macos,120,,Public,FALSE,
,T1070.004,Overwrite and delete a file with shred,039b4b10-2900-404b-b67f-4b6d49aa6499,linux,120,,Public,FALSE,
,T1070.004,Delete a single file - Windows cmd,861ea0b4-708a-4d17-848d-186c9c7f17e3,windows,120,,Public,FALSE,
,T1070.004,Delete an entire folder - Windows cmd,ded937c4-2add-42f7-9c2c-c742b7a98698,windows,120,,Public,FALSE,
,T1070.004,Delete a single file - Windows PowerShell,9dee89bd-9a98-4c4f-9e2d-4256690b0e72,windows,120,,Public,FALSE,
,T1070.004,Delete an entire folder - Windows PowerShell,edd779e4-a509-4cba-8dfa-a112543dbfb1,windows,120,,Public,FALSE,
,T1070.004,Delete Filesystem - Linux,f3aa95fe-4f10-4485-ad26-abf22a764c52,linux,120,,Public,FALSE,
,T1070.004,Delete Prefetch File,36f96049-0ad7-4a5f-8418-460acaeb92fb,windows,120,,Public,FALSE,
,T1070.004,Delete TeamViewer Log Files,69f50a5f-967c-4327-a5bb-e1a9a9983785,windows,120,,Public,FALSE,
,T1070.005,Add Network Share,14c38f32-6509-46d8-ab43-d53e32d2b131,windows,120,,Public,FALSE,
,T1070.005,Remove Network Share,09210ad5-1ef2-4077-9ad3-7351e13e9222,windows,120,,Public,FALSE,
,T1070.005,Remove Network Share PowerShell,0512d214-9512-4d22-bde7-f37e058259b3,windows,120,,Public,FALSE,
,T1070.005,Disable Administrative Share Creation at Startup,99c657aa-ebeb-4179-a665-69288fdd12b8,windows,120,,Public,FALSE,
,T1070.005,Remove Administrative Shares,4299eff5-90f1-4446-b2f3-7f4f5cfd5d62,windows,120,,Public,FALSE,
,T1070.006,Set a file's access timestamp,5f9113d5-ed75-47ed-ba23-ea3573d05810,linux|macos,120,,Public,FALSE,
,T1070.006,Set a file's modification timestamp,20ef1523-8758-4898-b5a2-d026cc3d2c52,linux|macos,120,,Public,FALSE,
,T1070.006,Set a file's creation timestamp,8164a4a6-f99c-4661-ac4f-80f5e4e78d2b,linux|macos,120,,Public,FALSE,
,T1070.006,Modify file timestamps using reference file,631ea661-d661-44b0-abdb-7a7f3fc08e50,linux|macos,120,,Public,FALSE,
,T1070.006,Windows - Modify file creation timestamp with PowerShell,b3b2c408-2ff0-4a33-b89b-1cb46a9e6a9c,windows,120,,Public,FALSE,
,T1070.006,Windows - Modify file last modified timestamp with PowerShell,f8f6634d-93e1-4238-8510-f8a90a20dcf2,windows,120,,Public,FALSE,
,T1070.006,Windows - Modify file last access timestamp with PowerShell,da627f63-b9bd-4431-b6f8-c5b44d061a62,windows,120,,Public,FALSE,
,T1070.006,Windows - Timestomp a File,d7512c33-3a75-4806-9893-69abc3ccdd43,windows,120,,Public,FALSE,
,T1071.001,Malicious User Agents - Powershell,81c13829-f6c9-45b8-85a6-053366d55297,windows,120,,Public,FALSE,
,T1071.001,Malicious User Agents - CMD,dc3488b0-08c7-4fea-b585-905c83b48180,windows,120,,Public,FALSE,
,T1071.001,Malicious User Agents - Nix,2d7c471a-e887-4b78-b0dc-b0df1f2e0658,linux|macos,120,,Public,FALSE,
,T1071.004,DNS Large Query Volume,1700f5d6-5a44-487b-84de-bc66f507b0a6,windows,120,,Public,FALSE,
,T1071.004,DNS Regular Beaconing,3efc144e-1af8-46bb-8ca2-1376bb6db8b6,windows,120,,Public,FALSE,
,T1071.004,DNS Long Domain Query,fef31710-223a-40ee-8462-a396d6b66978,windows,120,,Public,FALSE,
,T1071.004,DNS C2,e7bf9802-2e78-4db9-93b5-181b7bcd37d7,windows,120,,Public,FALSE,
,T1072,Radmin Viewer Utility,b4988cad-6ed2-434d-ace5-ea2670782129,windows,120,,Public,FALSE,
,T1072,PDQ Deploy RAT,e447b83b-a698-4feb-bed1-a7aaf45c3443,windows,120,,Public,FALSE,
,T1074.001,Stage data from Discovery.bat,107706a5-6f9f-451a-adae-bab8c667829f,windows,120,,Public,FALSE,
,T1074.001,Stage data from Discovery.sh,39ce0303-ae16-4b9e-bb5b-4f53e8262066,linux|macos,120,,Public,FALSE,
,T1074.001,Zip a Folder with PowerShell for Staging in Temp,a57fbe4b-3440-452a-88a7-943531ac872a,windows,120,,Public,FALSE,
3,T1136.001,Create a new user in a command prompt,6657864e-0323-4206-9344-ac9cd7265a4f,windows,120,"""@{""""username""""=""""AtomicUser"""";""""password""""=""""P@ssw0rd123412""""}""",Public,TRUE,
,T1078.001,Activate Guest Account,aa6cb8c4-b582-4f8e-b677-37733914abda,windows,120,,Public,FALSE,
,T1078.003,Create local account with admin privileges,a524ce99-86de-4db6-b4f9-e08f35a47a15,windows,120,,Public,FALSE,
,T1078.003,Create local account with admin privileges - MacOS,f1275566-1c26-4b66-83e3-7f9f7f964daa,macos,120,,Public,FALSE,
,T1078.003,WinPwn - Loot local Credentials - powerhell kittie,9e9fd066-453d-442f-88c1-ad7911d32912,windows,120,,Public,FALSE,
,T1078.003,WinPwn - Loot local Credentials - Safetykatz,e9fdb899-a980-4ba4-934b-486ad22e22f4,windows,120,,Public,FALSE,
,T1078.004,Creating GCP Service Account and Service Account Key,9fdd83fd-bd53-46e5-a716-9dec89c8ae8e,google-workspace|iaas:gcp,120,,Public,FALSE,
,T1078.004,Azure Persistence Automation Runbook Created or Modified,348f4d14-4bd3-4f6b-bd8a-61237f78b3ac,iaas:azure,120,,Public,FALSE,
,T1082,System Information Discovery,66703791-c902-4560-8770-42b8a91f7667,windows,120,,Public,FALSE,
,T1082,System Information Discovery,edff98ec-0f73-4f63-9890-6b117092aff6,macos,120,,Public,FALSE,
,T1082,List OS Information,cccb070c-df86-4216-a5bc-9fb60c74e27c,linux|macos,120,,Public,FALSE,
,T1082,Linux VM Check via Hardware,31dad7ad-2286-4c02-ae92-274418c85fec,linux,120,,Public,FALSE,
,T1082,Linux VM Check via Kernel Modules,8057d484-0fae-49a4-8302-4812c4f1e64e,linux,120,,Public,FALSE,
,T1082,Hostname Discovery (Windows),85cfbf23-4a1e-4342-8792-007e004b975f,windows,120,,Public,FALSE,
,T1082,Hostname Discovery,486e88ea-4f56-470f-9b57-3f4d73f39133,linux|macos,120,,Public,FALSE,
,T1082,Windows MachineGUID Discovery,224b4daf-db44-404e-b6b2-f4d1f0126ef8,windows,120,,Public,FALSE,
,T1082,Griffon Recon,69bd4abe-8759-49a6-8d21-0f15822d6370,windows,120,,Public,FALSE,
,T1082,Environment variables discovery on windows,f400d1c0-1804-4ff8-b069-ef5ddd2adbf3,windows,120,,Public,FALSE,
,T1082,Environment variables discovery on macos and linux,fcbdd43f-f4ad-42d5-98f3-0218097e2720,macos|linux,120,,Public,FALSE,
,T1082,Show System Integrity Protection status (MacOS),327cc050-9e99-4c8e-99b5-1d15f2fb6b96,macos,120,,Public,FALSE,
,T1082,WinPwn - winPEAS,eea1d918-825e-47dd-acc2-814d6c58c0e1,windows,120,,Public,FALSE,
,T1082,WinPwn - itm4nprivesc,3d256a2f-5e57-4003-8eb6-64d91b1da7ce,windows,120,,Public,FALSE,
,T1082,WinPwn - Powersploits privesc checks,345cb8e4-d2de-4011-a580-619cf5a9e2d7,windows,120,,Public,FALSE,
,T1082,WinPwn - General privesc checks,5b6f39a2-6ec7-4783-a5fd-2c54a55409ed,windows,120,,Public,FALSE,
,T1082,WinPwn - GeneralRecon,7804659b-fdbf-4cf6-b06a-c03e758590e8,windows,120,,Public,FALSE,
,T1082,WinPwn - Morerecon,3278b2f6-f733-4875-9ef4-bfed34244f0a,windows,120,,Public,FALSE,
,T1082,WinPwn - RBCD-Check,dec6a0d8-bcaf-4c22-9d48-2aee59fb692b,windows,120,,Public,FALSE,
,T1082,WinPwn - PowerSharpPack - Watson searching for missing windows patches,07b18a66-6304-47d2-bad0-ef421eb2e107,windows,120,,Public,FALSE,
,T1082,WinPwn - PowerSharpPack - Sharpup checking common Privesc vectors,efb79454-1101-4224-a4d0-30c9c8b29ffc,windows,120,,Public,FALSE,
,T1082,WinPwn - PowerSharpPack - Seatbelt,5c16ceb4-ba3a-43d7-b848-a13c1f216d95,windows,120,,Public,FALSE,
,T1082,Azure Security Scan with SkyArk,26a18d3d-f8bc-486b-9a33-d6df5d78a594,azure-ad,120,,Public,FALSE,
,T1082,Linux List Kernel Modules,034fe21c-3186-49dd-8d5d-128b35f181c7,linux,120,,Public,FALSE,
,T1082,System Information Discovery with WMIC,8851b73a-3624-4bf7-8704-aa312411565c,windows,120,,Public,FALSE,
,T1083,File and Directory Discovery (cmd.exe),0e36303b-6762-4500-b003-127743b80ba6,windows,120,,Public,FALSE,
,T1083,File and Directory Discovery (PowerShell),2158908e-b7ef-4c21-8a83-3ce4dd05a924,windows,120,,Public,FALSE,
,T1083,Nix File and Directory Discovery,ffc8b249-372a-4b74-adcd-e4c0430842de,macos|linux,120,,Public,FALSE,
,T1083,Nix File and Directory Discovery 2,13c5e1ae-605b-46c4-a79f-db28c77ff24e,macos|linux,120,,Public,FALSE,
,T1083,Simulating MAZE Directory Enumeration,c6c34f61-1c3e-40fb-8a58-d017d88286d8,windows,120,,Public,FALSE,
,T1083,Launch DirLister Executable,c5bec457-43c9-4a18-9a24-fe151d8971b7,windows,120,,Public,FALSE,
,T1087.001,Enumerate all accounts (Local),f8aab3dd-5990-4bf8-b8ab-2226c951696f,linux,120,,Public,FALSE,
,T1087.001,View sudoers access,fed9be70-0186-4bde-9f8a-20945f9370c2,linux|macos,120,,Public,FALSE,
,T1087.001,View accounts with UID 0,c955a599-3653-4fe5-b631-f11c00eb0397,linux|macos,120,,Public,FALSE,
,T1087.001,List opened files by user,7e46c7a5-0142-45be-a858-1a3ecb4fd3cb,linux|macos,120,,Public,FALSE,
,T1087.001,Show if a user account has ever logged in remotely,0f0b6a29-08c3-44ad-a30b-47fd996b2110,linux,120,,Public,FALSE,
,T1087.001,Enumerate users and groups,e6f36545-dc1e-47f0-9f48-7f730f54a02e,linux|macos,120,,Public,FALSE,
,T1087.001,Enumerate users and groups,319e9f6c-7a9e-432e-8c62-9385c803b6f2,macos,120,,Public,FALSE,
,T1087.001,Enumerate all accounts on Windows (Local),80887bec-5a9b-4efc-a81d-f83eb2eb32ab,windows,120,,Public,FALSE,
,T1087.001,Enumerate all accounts via PowerShell (Local),ae4b6361-b5f8-46cb-a3f9-9cf108ccfe7b,windows,120,,Public,FALSE,
,T1087.001,Enumerate logged on users via CMD (Local),a138085e-bfe5-46ba-a242-74a6fb884af3,windows,120,,Public,FALSE,
,T1087.002,Enumerate all accounts (Domain),6fbc9e68-5ad7-444a-bd11-8bf3136c477e,windows,120,,Public,FALSE,
,T1087.002,Enumerate all accounts via PowerShell (Domain),8b8a6449-be98-4f42-afd2-dedddc7453b2,windows,120,,Public,FALSE,
,T1087.002,Enumerate logged on users via CMD (Domain),161dcd85-d014-4f5e-900c-d3eaae82a0f7,windows,120,,Public,FALSE,
,T1087.002,Automated AD Recon (ADRecon),95018438-454a-468c-a0fa-59c800149b59,windows,120,,Public,FALSE,
,T1087.002,Adfind -Listing password policy,736b4f53-f400-4c22-855d-1a6b5a551600,windows,120,,Public,FALSE,
,T1087.002,Adfind - Enumerate Active Directory Admins,b95fd967-4e62-4109-b48d-265edfd28c3a,windows,120,,Public,FALSE,
,T1087.002,Adfind - Enumerate Active Directory User Objects,e1ec8d20-509a-4b9a-b820-06c9b2da8eb7,windows,120,,Public,FALSE,
,T1087.002,Adfind - Enumerate Active Directory Exchange AD Objects,5e2938fb-f919-47b6-8b29-2f6a1f718e99,windows,120,,Public,FALSE,
,T1087.002,Enumerate Default Domain Admin Details (Domain),c70ab9fd-19e2-4e02-a83c-9cfa8eaa8fef,windows,120,,Public,FALSE,
,T1087.002,Enumerate Active Directory for Unconstrained Delegation,46f8dbe9-22a5-4770-8513-66119c5be63b,windows,120,,Public,FALSE,
,T1087.002,Get-DomainUser with PowerView,93662494-5ed7-4454-a04c-8c8372808ac2,windows,120,,Public,FALSE,
,T1087.002,Enumerate Active Directory Users with ADSISearcher,02e8be5a-3065-4e54-8cc8-a14d138834d3,windows,120,,Public,FALSE,
,T1087.002,Enumerate Linked Policies In ADSISearcher Discovery,7ab0205a-34e4-4a44-9b04-e1541d1a57be,windows,120,,Public,FALSE,
,T1087.002,Enumerate Root Domain linked policies Discovery,00c652e2-0750-4ca6-82ff-0204684a6fe4,windows,120,,Public,FALSE,
,T1087.002,WinPwn - generaldomaininfo,ce483c35-c74b-45a7-a670-631d1e69db3d,windows,120,,Public,FALSE,
,T1087.002,Kerbrute - userenum,f450461c-18d1-4452-9f0d-2c42c3f08624,windows,120,,Public,FALSE,
,T1087.002,Wevtutil - Discover NTLM Users Remote,b8a563d4-a836-4993-a74e-0a19b8481bfe,windows,120,,Public,FALSE,
,T1090.001,Connection Proxy,0ac21132-4485-4212-a681-349e8a6637cd,macos|linux,120,,Public,FALSE,
